title,author,school,sentence_ko,sentence_en,original_publication_date,corpus_edition_date,sentence_length,tokenized_txt,lemmatized_str
Quintessence,Quine,analytic,"이러한 대체를 허용함으로써 정의는 진리를 전달합니다. 즉, 참 진술을 동일한 토큰에 의해 참인 새로운 진술로 변환할 수 있습니다.",by allowing such replacements a definition transmits truth: it allows true statements to be translated into new statements which are true by the same token.,1950,2004,156,"['by', 'allowing', 'such', 'replacements', 'definition', 'transmits', 'truth', 'it', 'allows', 'true', 'statements', 'to', 'be', 'translated', 'into', 'new', 'statements', 'which', 'are', 'true', 'by', 'the', 'same', 'token']", by allow such replacement a definition transmit truth : -PRON- allow true statement to be translate into new statement which be true by the same token .
Quintessence,Quine,analytic,"'기보의 고도는 6천 미터가 필요하다'는 진술의 진실을 감안할 때, '킬로미터'의 정의는 '기보의 고도는 6천 미터가 필요하다'는 진술의 진실을 만든다.","given the truth of the statement 'the altitude of kibo ex ceeds six thousand meters,' the definition of kilometer' makes for the truth of the statement '",1950,2004,153,"['given', 'the', 'truth', 'of', 'the', 'statement', 'the', 'altitude', 'of', 'kibo', 'ex', 'ceeds', 'six', 'thousand', 'meters', 'the', 'definition', 'of', 'kilometer', 'makes', 'for', 'the', 'truth', 'of', 'the', 'statement']"," give the truth of the statement ' the altitude of Kibo ex ceeds six thousand meter , ' the definition of kilometer ' make for the truth of the statement '"
Quintessence,Quine,analytic,기보의 고도가 6 킬로미터를 초과합니다. .,the altitude of kibo exceeds six kilometers'; sinn sinn'. .,1950,2004,59,"['the', 'altitude', 'of', 'kibo', 'exceeds', 'six', 'kilometers', 'sinn', 'sinn']", the altitude of Kibo exceed six kilometer ' ; sinn sinn ' . .
Quintessence,Quine,analytic,주어진 조건에서 우리를 보장합니다.,assures us given tfut statenlent vv',1950,2004,36,"['assures', 'us', 'given', 'tfut', 'statenlent', 'vv']", assure -PRON- give tfut statenlent Vv '
Quintessence,Quine,analytic,초기 페이지의 OglC 코스,i' lie oglc cos in its earliest pages,1950,2004,37,"['lie', 'oglc', 'cos', 'in', 'its', 'earliest', 'pages']", -PRON- ' lIe OglC cos in -PRON- early page
Quintessence,Quine,analytic,위에 인용된 문맥상의 정의에 따르면 죄가 됩니다.,", the contextual definition cited above makes for the sinn.",1950,2004,59,"['the', 'contextual', 'definition', 'cited', 'above', 'makes', 'for', 'the', 'sinn']"," , the contextual definition cite above make for the sinn ."
Quintessence,Quine,analytic,각각의 경우 'tan' 문장의 인트루스입니다.,in each case the statement intruth of the statement 'tan.,1950,2004,57,"['in', 'each', 'case', 'the', 'statement', 'intruth', 'of', 'the', 'statement', 'tan']", in each case the statement intruth of the statement ' tan .
The Logic Of Scientific Discovery,Popper,analytic,"너무 장황하게 설명하려다 보니 당시 철학계, 특히 언어철학과 언어분석학파에 대한 저의 태도가 당시의 지배적인 상황을 제대로 반영하지 못한 것 같아 죄송합니다.","in my old of i tried to explain too brieﬂy, i am afraid my attitude towards the then prevailing situation in philosophy, and especially towards linguistic philosophy and the school of language analysts of those days.",1959,2002,216,"['in', 'my', 'old', 'of', 'tried', 'to', 'explain', 'too', 'brieﬂy', 'am', 'afraid', 'my', 'attitude', 'towards', 'the', 'then', 'prevailing', 'situation', 'in', 'philosophy', 'and', 'especially', 'towards', 'linguistic', 'philosophy', 'and', 'the', 'school', 'of', 'language', 'analysts', 'of', 'those', 'days']"," in -PRON- old of -PRON- try to explain too brieﬂy , -PRON- be afraid -PRON- attitude towards the then prevail situation in philosophy , and especially towards linguistic philosophy and the school of language analyst of those day ."
The Logic Of Scientific Discovery,Popper,analytic,이 새로운 글에서는 현재 상황과 오늘날의 두 가지 주요 언어 분석가 학파에 대한 저의 태도를 설명하고자 합니다.,"in this new i intend to explain my attitude towards the present situation, and towards the two main schools of language analysts of today.",1959,2002,138,"['in', 'this', 'new', 'intend', 'to', 'explain', 'my', 'attitude', 'towards', 'the', 'present', 'situation', 'and', 'towards', 'the', 'two', 'main', 'schools', 'of', 'language', 'analysts', 'of', 'today']"," in this new -PRON- intend to explain -PRON- attitude towards the present situation , and towards the two main school of language analyst of today ."
The Logic Of Scientific Discovery,Popper,analytic,그때나 지금이나 언어 분석가들은 이성 철학의 전통을 이어가는 거의 유일한 철학자라는 점에서 반대자로서뿐만 아니라 동맹자로서도 저에게 중요한 존재입니다.,"now as then, language analysts are important to me; not only as opponents, but also as allies, in so far as they seem to be almost the only philosophers left who keep alive some of the traditions of rational philosophy.",1959,2002,219,"['now', 'as', 'then', 'language', 'analysts', 'are', 'important', 'to', 'me', 'not', 'only', 'as', 'opponents', 'but', 'also', 'as', 'allies', 'in', 'so', 'far', 'as', 'they', 'seem', 'to', 'be', 'almost', 'the', 'only', 'philosophers', 'left', 'who', 'keep', 'alive', 'some', 'of', 'the', 'traditions', 'of', 'rational', 'philosophy']"," now as then , language analyst be important to -PRON- ; not only as opponent , but also as ally , in so far as -PRON- seem to be almost the only philosopher leave who keep alive some of the tradition of rational philosophy ."
The Logic Of Scientific Discovery,Popper,analytic,"언어 분석가들은 진정한 철학적 문제는 존재하지 않거나, 철학의 문제가 있다면 언어 사용이나 단어의 의미에 관한 문제일 뿐이라고 생각합니다.","language analysts believe that there are no genuine philosophical problems, or that the problems of philosophy, if any, are problems of linguistic usage, or of the meaning of words.",1959,2002,181,"['language', 'analysts', 'believe', 'that', 'there', 'are', 'no', 'genuine', 'philosophical', 'problems', 'or', 'that', 'the', 'problems', 'of', 'philosophy', 'if', 'any', 'are', 'problems', 'of', 'linguistic', 'usage', 'or', 'of', 'the', 'meaning', 'of', 'words']"," language analyst believe that there be no genuine philosophical problem , or that the problem of philosophy , if any , be problem of linguistic usage , or of the meaning of word ."
The Logic Of Scientific Discovery,Popper,analytic,하지만 저는 생각하는 모든 사람이 관심을 갖는 철학적 문제가 하나 이상은 있다고 생각합니다.,"i, however, believe that there is at least one philosophical problem in which all thinking men are interested.",1959,2002,110,"['however', 'believe', 'that', 'there', 'is', 'at', 'least', 'one', 'philosophical', 'problem', 'in', 'which', 'all', 'thinking', 'men', 'are', 'interested']"," -PRON- , however , believe that there be at least one philosophical problem in which all think man be interested ."
The Logic Of Scientific Discovery,Popper,analytic,"그것은 우주론의 문제, 즉 우리 자신과 우리의 지식을 포함한 세계를 세계의 일부로 이해하는 문제입니다.","it is the problem of cosmology: the problem of understanding the world including ourselves, and our knowledge, as part of the world.",1959,2002,132,"['it', 'is', 'the', 'problem', 'of', 'cosmology', 'the', 'problem', 'of', 'understanding', 'the', 'world', 'including', 'ourselves', 'and', 'our', 'knowledge', 'as', 'part', 'of', 'the', 'world']"," -PRON- be the problem of cosmology : the problem of understand the world include -PRON- , and -PRON- knowledge , as part of the world ."
The Logic Of Scientific Discovery,Popper,analytic,"저는 모든 과학이 우주론이라고 생각하며, 과학 못지않게 철학의 관심은 오로지 철학이 우주론에 기여한 바에 있다고 생각합니다.","all science is cosmology, i believe, and for me the interest of philosophy, no less than of science, lies solely in the contributions which it has made to it.",1959,2002,158,"['all', 'science', 'is', 'cosmology', 'believe', 'and', 'for', 'me', 'the', 'interest', 'of', 'philosophy', 'no', 'less', 'than', 'of', 'science', 'lies', 'solely', 'in', 'the', 'contributions', 'which', 'it', 'has', 'made', 'to', 'it']"," all science be cosmology , -PRON- believe , and for -PRON- the interest of philosophy , no less than of science , lie solely in the contribution which -PRON- have make to -PRON- ."
The Logic Of Scientific Discovery,Popper,analytic,제 생각에는 철학과 과학 모두 그 추구를 포기한다면 모든 매력을 잃게 될 것입니다.,"for me, at any rate, both philosophy and science would lose all their attraction if they were to give up that pursuit.",1959,2002,118,"['for', 'me', 'at', 'any', 'rate', 'both', 'philosophy', 'and', 'science', 'would', 'lose', 'all', 'their', 'attraction', 'if', 'they', 'were', 'to', 'give', 'up', 'that', 'pursuit']"," for -PRON- , at any rate , both philosophy and science would lose all -PRON- attraction if -PRON- be to give up that pursuit ."
The Logic Of Scientific Discovery,Popper,analytic,"물론 우리 언어의 기능을 이해하는 것은 중요한 부분이지만, 우리의 문제를 단순히 언어적 '퍼즐'로만 설명하는 것은 옳지 않습니다.","admittedly, understanding the functions of our language is an important part of it; but explaining away our problems as merely linguistic 'puzzles' is not.",1959,2002,155,"['admittedly', 'understanding', 'the', 'functions', 'of', 'our', 'language', 'is', 'an', 'important', 'part', 'of', 'it', 'but', 'explaining', 'away', 'our', 'problems', 'as', 'merely', 'linguistic', 'puzzles', 'is', 'not']"," admittedly , understand the function of -PRON- language be an important part of -PRON- ; but explain away -PRON- problem as merely linguistic ' puzzle ' be not ."
The Logic Of Scientific Discovery,Popper,analytic,언어 분석가들은 스스로를 철학 특유의 방법을 실천하는 사람으로 여깁니다.,language analysts regard themselves as practitioners of a method peculiar to philosophy.,1959,2002,88,"['language', 'analysts', 'regard', 'themselves', 'as', 'practitioners', 'of', 'method', 'peculiar', 'to', 'philosophy']", language analyst regard -PRON- as practitioner of a method peculiar to philosophy .
The Logic Of Scientific Discovery,Popper,analytic,저는 다음과 같은 논지를 믿기 때문에 그들이 틀렸다고 생각합니다.,"i think they are wrong, for i believe in the following thesis.",1959,2002,62,"['think', 'they', 'are', 'wrong', 'for', 'believe', 'in', 'the', 'following', 'thesis']"," -PRON- think -PRON- be wrong , for -PRON- believe in the following thesis ."
The Logic Of Scientific Discovery,Popper,analytic,철학자는 다른 사람들과 마찬가지로 진리를 탐구하는 데 어떤 방법을 사용하든 자유롭습니다.,philosophers are as free as others to use any method in searching for truth.,1959,2002,76,"['philosophers', 'are', 'as', 'free', 'as', 'others', 'to', 'use', 'any', 'method', 'in', 'searching', 'for', 'truth']", philosopher be as free as other to use any method in search for truth .
The Logic Of Scientific Discovery,Popper,analytic,철학에만 특유한 방법은 없습니다.,there is no method peculiar to philosophy.,1959,2002,42,"['there', 'is', 'no', 'method', 'peculiar', 'to', 'philosophy']", there be no method peculiar to philosophy .
The Logic Of Scientific Discovery,Popper,analytic,여기서 제가 제시하고 싶은 두 번째 논제는 바로 이것입니다.,a second thesis which i should like to propound here is this.,1959,2002,61,"['second', 'thesis', 'which', 'should', 'like', 'to', 'propound', 'here', 'is', 'this']", a second thesis which -PRON- should like to propound here be this .
The Logic Of Scientific Discovery,Popper,analytic,인식론의 핵심 문제는 항상 지식의 성장에 관한 문제였으며 지금도 마찬가지입니다.,the central problem of epistemology has always been and still is the problem of the growth of knowledge.,1959,2002,104,"['the', 'central', 'problem', 'of', 'epistemology', 'has', 'always', 'been', 'and', 'still', 'is', 'the', 'problem', 'of', 'the', 'growth', 'of', 'knowledge']", the central problem of epistemology have always be and still be the problem of the growth of knowledge .
The Logic Of Scientific Discovery,Popper,analytic,그리고 지식의 성장은 과학 지식의 성장을 연구함으로써 가장 잘 연구할 수 있습니다.,and the growth of knowledge can be studied best by studying the growth of scientific knowledge.,1959,2002,95,"['and', 'the', 'growth', 'of', 'knowledge', 'can', 'be', 'studied', 'best', 'by', 'studying', 'the', 'growth', 'of', 'scientific', 'knowledge']", and the growth of knowledge can be study best by study the growth of scientific knowledge .
The Logic Of Scientific Discovery,Popper,analytic,저는 지식의 성장에 대한 연구가 언어 사용이나 언어 체계에 대한 연구로 대체될 수 있다고 생각하지 않습니다.,"i do not think that the study of the growth of knowledge can be replaced by the study of linguistic usages, or of language systems.",1959,2002,131,"['do', 'not', 'think', 'that', 'the', 'study', 'of', 'the', 'growth', 'of', 'knowledge', 'can', 'be', 'replaced', 'by', 'the', 'study', 'of', 'linguistic', 'usages', 'or', 'of', 'language', 'systems']"," -PRON- do not think that the study of the growth of knowledge can be replace by the study of linguistic usage , or of language system ."
The Logic Of Scientific Discovery,Popper,analytic,하지만 저는 '철학의 한 가지 방법'이라고 할 수 있는 방법이 있다는 것을 인정할 준비가 되어 있습니다.,"and yet, i am quite ready to admit that there is a method which might be described as 'the one method of philosophy'.",1959,2002,117,"['and', 'yet', 'am', 'quite', 'ready', 'to', 'admit', 'that', 'there', 'is', 'method', 'which', 'might', 'be', 'described', 'as', 'the', 'one', 'method', 'of', 'philosophy']"," and yet , -PRON- be quite ready to admit that there be a method which may be describe as ' the one method of philosophy ' ."
The Logic Of Scientific Discovery,Popper,analytic,"그러나 그것은 철학만의 특징이 아니라 모든 이성적 토론의 하나의 방법이며, 따라서 철학뿐만 아니라 자연과학의 특징이기도 합니다.","but it is not characteristic of philosophy alone; it is, rather, the one method of all rational discussion, and therefore of the natural sciences as well as of philosophy.",1959,2002,171,"['but', 'it', 'is', 'not', 'characteristic', 'of', 'philosophy', 'alone', 'it', 'is', 'rather', 'the', 'one', 'method', 'of', 'all', 'rational', 'discussion', 'and', 'therefore', 'of', 'the', 'natural', 'sciences', 'as', 'well', 'as', 'of', 'philosophy']"," but -PRON- be not characteristic of philosophy alone ; -PRON- be , rather , the one method of all rational discussion , and therefore of the natural science as well as of philosophy ."
The Logic Of Scientific Discovery,Popper,analytic,제가 염두에 두고 있는 방법은 문제를 명확하게 진술하고 다양한 제안된 해결책을 비판적으로 검토하는 것입니다.,the method i have in mind is that of stating one's problem clearly and of examining its various proposed solutions critically.,1959,2002,126,"['the', 'method', 'have', 'in', 'mind', 'is', 'that', 'of', 'stating', 'one', 'problem', 'clearly', 'and', 'of', 'examining', 'its', 'various', 'proposed', 'solutions', 'critically']", the method -PRON- have in mind be that of state one 's problem clearly and of examine -PRON- various propose solution critically .
The Logic Of Scientific Discovery,Popper,analytic,저는 합리적 태도와 비판적 태도를 동일시한다는 점을 강조하기 위해 '합리적 토론'과 '비판적'이라는 단어를 이탤릭체로 표시했습니다.,i have italicized the words 'rational discussion' and 'critically' in order to stress that i equate the rational attitude and the critical attitude.,1959,2002,148,"['have', 'italicized', 'the', 'words', 'rational', 'discussion', 'and', 'critically', 'in', 'order', 'to', 'stress', 'that', 'equate', 'the', 'rational', 'attitude', 'and', 'the', 'critical', 'attitude']", -PRON- have italicize the word ' rational discussion ' and ' critically ' in order to stress that -PRON- equate the rational attitude and the critical attitude .
The Logic Of Scientific Discovery,Popper,analytic,요점은 우리가 문제에 대한 해결책을 제시할 때마다 그 해결책을 옹호하기보다는 그 해결책을 전복시키기 위해 최대한 노력해야 한다는 것입니다.,"the point is that, whenever we propose a solution to a problem, we ought to try as hard as we can to overthrow our solution, rather than defend it.",1959,2002,147,"['the', 'point', 'is', 'that', 'whenever', 'we', 'propose', 'solution', 'to', 'problem', 'we', 'ought', 'to', 'try', 'as', 'hard', 'as', 'we', 'can', 'to', 'overthrow', 'our', 'solution', 'rather', 'than', 'defend', 'it']"," the point be that , whenever -PRON- propose a solution to a problem , -PRON- ought to try as hard as -PRON- can to overthrow -PRON- solution , rather than defend -PRON- ."
The Logic Of Scientific Discovery,Popper,analytic,"안타깝게도 이 교훈을 실천하는 사람은 거의 없지만, 다행히도 우리가 스스로 비판을 하지 못하면 다른 사람들이 대신 비판을 해줄 것입니다.","few of us, unfortunately, practise this precept; but other people, fortunately, will supply the criticism for us if we fail to supply it ourselves.",1959,2002,147,"['few', 'of', 'us', 'unfortunately', 'practise', 'this', 'precept', 'but', 'other', 'people', 'fortunately', 'will', 'supply', 'the', 'criticism', 'for', 'us', 'if', 'we', 'fail', 'to', 'supply', 'it', 'ourselves']"," few of -PRON- , unfortunately , practise this precept ; but other people , fortunately , will supply the criticism for -PRON- if -PRON- fail to supply -PRON- -PRON- ."
The Logic Of Scientific Discovery,Popper,analytic,그러나 비판은 우리가 문제를 최대한 명확하게 진술하고 그 해결책을 비판적으로 논의할 수 있는 형태로 충분히 명확하게 제시할 때만 결실을 맺을 수 있습니다.,yet criticism will be fruitful only if we state our problem as clearly as we can and put our solution in a sufficiently definite form a form in which it can be critically discussed.,1959,2002,181,"['yet', 'criticism', 'will', 'be', 'fruitful', 'only', 'if', 'we', 'state', 'our', 'problem', 'as', 'clearly', 'as', 'we', 'can', 'and', 'put', 'our', 'solution', 'in', 'sufficiently', 'definite', 'form', 'form', 'in', 'which', 'it', 'can', 'be', 'critically', 'discussed']", yet criticism will be fruitful only if -PRON- state -PRON- problem as clearly as -PRON- can and put -PRON- solution in a sufficiently definite form a form in which -PRON- can be critically discuss .
The Logic Of Scientific Discovery,Popper,analytic,"저는 '논리적 분석'이라고 할 수 있는 것이 우리의 문제와 우리가 제안한 해결책을 명확히 하고 면밀히 검토하는 과정에서 역할을 할 수 있다는 것을 부정하지 않으며, '논리적 분석'이나 '언어 분석'의 방법이 반드시 쓸모없다고 주장하지도 않습니다.",i do not deny that something which may be called 'logical analysis' can play a role in this process of clarifying and scrutinizing our problems and our proposed solutions; and i do not assert that the methods of 'logical analysis' or 'language analysis' are necessarily useless.,1959,2002,278,"['do', 'not', 'deny', 'that', 'something', 'which', 'may', 'be', 'called', 'logical', 'analysis', 'can', 'play', 'role', 'in', 'this', 'process', 'of', 'clarifying', 'and', 'scrutinizing', 'our', 'problems', 'and', 'our', 'proposed', 'solutions', 'and', 'do', 'not', 'assert', 'that', 'the', 'methods', 'of', 'logical', 'analysis', 'or', 'language', 'analysis', 'are', 'necessarily', 'useless']", -PRON- do not deny that something which may be call ' logical analysis ' can play a role in this process of clarify and scrutinize -PRON- problem and -PRON- propose solution ; and -PRON- do not assert that the method of ' logical analysis ' or ' language analysis ' be necessarily useless .
On Certainty,Wittgenstein,analytic,여기 한 손이 있다는 것을 알고 있다면 나머지는 모두 허락하겠습니다.,"if you do know that here is one hand,' we'll grant you all the rest.",1950,1969,68,"['if', 'you', 'do', 'know', 'that', 'here', 'is', 'one', 'hand', 'we', 'll', 'grant', 'you', 'all', 'the', 'rest']"," if -PRON- do know that here be one hand , ' -PRON- will grant -PRON- all the rest ."
On Certainty,Wittgenstein,analytic,"물론 어떤 명제가 증명될 수 없다고 말할 때, 그것이 다른 명제에서 증명될 수 없다는 것을 의미하는 것은 아니며, 모든 명제는 다른 명제에서 증명될 수 있습니다.","when one says that such and such a proposition can't be proved, of course that does not mean that it can't be derived from other propositions; any proposition can be derived from other ones.",1950,1969,190,"['when', 'one', 'says', 'that', 'such', 'and', 'such', 'proposition', 'can', 'be', 'proved', 'of', 'course', 'that', 'does', 'not', 'mean', 'that', 'it', 'can', 'be', 'derived', 'from', 'other', 'propositions', 'any', 'proposition', 'can', 'be', 'derived', 'from', 'other', 'ones']"," when one say that such and such a proposition can not be prove , of course that do not mean that -PRON- can not be derive from other proposition ; any proposition can be derive from other one ."
On Certainty,Wittgenstein,analytic,하지만 그 자체보다 더 확실하지 않을 수도 있습니다.,but they may be no more certain than it is itself.,1950,1969,50,"['but', 'they', 'may', 'be', 'no', 'more', 'certain', 'than', 'it', 'is', 'itself']", but -PRON- may be no more certain than -PRON- be -PRON- .
On Certainty,Wittgenstein,analytic,(이에 대해 흥미로운 발언을 한 사람이 있습니다.,(on this a curious remark by.,1950,1969,29,"['on', 'this', 'curious', 'remark', 'by']", ( on this a curious remark by .
On Certainty,Wittgenstein,analytic,"저나 다른 사람들이 보기에는 그렇게 보이지만, 실제로는 그렇지 않습니다.","from its seeming to me or to everyone to be so, it doesn't follow that it is so.",1950,1969,80,"['from', 'its', 'seeming', 'to', 'me', 'or', 'to', 'everyone', 'to', 'be', 'so', 'it', 'doesn', 'follow', 'that', 'it', 'is', 'so']"," from -PRON- seeming to -PRON- or to everyone to be so , -PRON- do not follow that -PRON- be so ."
On Certainty,Wittgenstein,analytic,우리가 질문할 수 있는 것은 그것을 의심하는 것이 합리적일 수 있는지 여부입니다.,what we can ask is whether it can make sense to doubt it.,1950,1969,57,"['what', 'we', 'can', 'ask', 'is', 'whether', 'it', 'can', 'make', 'sense', 'to', 'doubt', 'it']", what -PRON- can ask be whether -PRON- can make sense to doubt -PRON- .
On Certainty,Wittgenstein,analytic,예를 들어 누군가가 여기에 손이 있는지 모르겠다고 말하는 경우,if eg someone says i don't know if there's a hand here,1950,1969,54,"['if', 'eg', 'someone', 'says', 'don', 'know', 'if', 'there', 'hand', 'here']", if eg someone say -PRON- do not know if there be a hand here
On Certainty,Wittgenstein,analytic,자세히 보라는 말을 들을 수도 있습니다.,he might be told look closer.,1950,1969,29,"['he', 'might', 'be', 'told', 'look', 'closer']", -PRON- may be tell look closer .
On Certainty,Wittgenstein,analytic,스스로를 만족시킬 수 있는 이러한 가능성은 언어 게임의 일부입니다.,this possibility of satisfying oneself is part of the language game.,1950,1969,68,"['this', 'possibility', 'of', 'satisfying', 'oneself', 'is', 'part', 'of', 'the', 'language', 'game']", this possibility of satisfy oneself be part of the language game .
On Certainty,Wittgenstein,analytic,필수 기능 중 하나입니다.,is one of its essential features.,1950,1969,33,"['is', 'one', 'of', 'its', 'essential', 'features']", be one of -PRON- essential feature .
On Certainty,Wittgenstein,analytic,내가 인간이라는 것을 알고 있습니다.,know that i am a human being.,1950,1969,29,"['know', 'that', 'am', 'human', 'being']", know that -PRON- be a human being .
On Certainty,Wittgenstein,analytic,이 명제의 의미가 얼마나 불명확한지 알아보려면 이 명제의 부정을 생각해 보세요.,"in order to see how unclear the sense of this proposition is, consider its negation.",1950,1969,84,"['in', 'order', 'to', 'see', 'how', 'unclear', 'the', 'sense', 'of', 'this', 'proposition', 'is', 'consider', 'its', 'negation']"," in order to see how unclear the sense of this proposition be , consider -PRON- negation ."
On Certainty,Wittgenstein,analytic,기껏해야 다음과 같은 의미로 받아들여질 수 있습니다.,at most it might be taken to mean,1950,1969,33,"['at', 'most', 'it', 'might', 'be', 'taken', 'to', 'mean']", at most -PRON- may be take to mean
On Certainty,Wittgenstein,analytic,나는 인간의 장기를 가지고 있다는 것을 알고 있습니다.,i know i have the organs of a human.,1950,1969,36,"['know', 'have', 'the', 'organs', 'of', 'human']", -PRON- know -PRON- have the organ of a human .
On Certainty,Wittgenstein,analytic,"(예를 들어, 아직 아무도 본 적이 없는 뇌를 말합니다.)","(e.g.a brain which, after all, no one has ever yet seen.)",1950,1969,57,"['brain', 'which', 'after', 'all', 'no', 'one', 'has', 'ever', 'yet', 'seen']"," ( E.g.a brain which , after all , no one have ever yet see . )"
On Certainty,Wittgenstein,analytic,하지만 내가 뇌를 가지고 있다는 것을 알고있는 그런 명제는 어떻습니까?,but what about such a proposition as i know i have a brain,1950,1969,58,"['but', 'what', 'about', 'such', 'proposition', 'as', 'know', 'have', 'brain']", but what about such a proposition as -PRON- know -PRON- have a brain
On Certainty,Wittgenstein,analytic,의심할 근거가 부족합니다!,grounds for doubt are lacking!,1950,1969,30,"['grounds', 'for', 'doubt', 'are', 'lacking']", ground for doubt be lack !
On Certainty,Wittgenstein,analytic,"모든 것이 유리하게 작용할 뿐, 불리하게 작용하는 것은 없습니다.","everything speaks in its favour, nothing against it.",1950,1969,52,"['everything', 'speaks', 'in', 'its', 'favour', 'nothing', 'against', 'it']"," everything speak in -PRON- favour , nothing against -PRON- ."
On Certainty,Wittgenstein,analytic,그럼에도 불구하고 두개골을 수술했을 때 두개골이 비어 있어야 한다는 것은 상상할 수 있습니다.,nevertheless it is imaginable that my skull should turn out empty when it was operated on.,1950,1969,90,"['nevertheless', 'it', 'is', 'imaginable', 'that', 'my', 'skull', 'should', 'turn', 'out', 'empty', 'when', 'it', 'was', 'operated', 'on']", nevertheless -PRON- be imaginable that -PRON- skull should turn out empty when -PRON- be operate on .
On Certainty,Wittgenstein,analytic,어떤 명제가 거짓으로 판명될 수 있는지 여부는 결국 그 명제의 결정 요인으로 무엇을 고려하느냐에 달려 있습니다.,whether a proposition can turn out false after all depends on what i make count as determinants for that proposition.,1950,1969,117,"['whether', 'proposition', 'can', 'turn', 'out', 'false', 'after', 'all', 'depends', 'on', 'what', 'make', 'count', 'as', 'determinants', 'for', 'that', 'proposition']", whether a proposition can turn out false after all depend on what -PRON- make count as determinant for that proposition .
On Certainty,Wittgenstein,analytic,이제 무어처럼 자신이 알고 있는 것을 열거할 수 있을까요?,"now, can one enumerate what one knows (like moore)?",1950,1969,51,"['now', 'can', 'one', 'enumerate', 'what', 'one', 'knows', 'like', 'moore']"," now , can one enumerate what one know ( like Moore ) ?"
On Certainty,Wittgenstein,analytic,이렇게 바로,straight off like that,1950,1969,22,"['straight', 'off', 'like', 'that']", straight off like that
On Certainty,Wittgenstein,analytic,그렇지 않으면 '알고 있습니다'라는 표현이 오용될 수 있습니다.,for otherwise the expression ''i know gets misused.,1950,1969,51,"['for', 'otherwise', 'the', 'expression', 'know', 'gets', 'misused']", for otherwise the expression ' ' -PRON- know get misuse .
On Certainty,Wittgenstein,analytic,그리고 이러한 오용을 통해 매우 중요한 정신 상태가 드러나는 것 같습니다.,and through this misuse a queer and extremely important mental state seems to be revealed.,1950,1969,90,"['and', 'through', 'this', 'misuse', 'queer', 'and', 'extremely', 'important', 'mental', 'state', 'seems', 'to', 'be', 'revealed']", and through this misuse a queer and extremely important mental state seem to be reveal .
On Certainty,Wittgenstein,analytic,내 삶은 저쪽에 의자가 있거나 문이 있다는 것을 알고 있거나 확신하고 있다는 것을 보여줍니다.,"my life shews that i know or am certain that there is a chair over there, or a door, and so on.",1950,1969,95,"['my', 'life', 'shews', 'that', 'know', 'or', 'am', 'certain', 'that', 'there', 'is', 'chair', 'over', 'there', 'or', 'door', 'and', 'so', 'on']"," -PRON- life shews that -PRON- know or be certain that there be a chair over there , or a door , and so on ."
Writing And Difference,Derrida,continental," 언젠가 우리 문명의 기슭에 그 작품과 흔적을 남기고 사라진다면, 구조주의의 침략은 사상사학자에게는 질문이 될 수도 있고, 어쩌면 하나의 대상이 될 수도 있습니다."," if it recedes one day, leaving behind its works and signs on the shores of our civilization, the structuralist invasion might become a question for the historian of ideas, or perhaps even an object.",1967,2001,199,"['if', 'it', 'recedes', 'one', 'day', 'leaving', 'behind', 'its', 'works', 'and', 'signs', 'on', 'the', 'shores', 'of', 'our', 'civilization', 'the', 'structuralist', 'invasion', 'might', 'become', 'question', 'for', 'the', 'historian', 'of', 'ideas', 'or', 'perhaps', 'even', 'an', 'object']","   if -PRON- recede one day , leave behind -PRON- work and sign on the shore of -PRON- civilization , the structuralist invasion may become a question for the historian of idea , or perhaps even an object ."
Writing And Difference,Derrida,continental,"구조주의적 침략을 대상으로 간주하는 바로 그 행위로 인해 역사가들은 그 의미를 잊어버리고, 무엇보다도 우리 앞에 놓인 모든 대상, 특히 자신의 역사적 대상에 질문을 던지는 방식을 전환하는 시각의 모험이라는 사실을 잊어버리게 될 것입니다.","but the historian would be deceived if he came to this pass: by the very act of considering the structuralist invasion as an object he would forget its meaning and would forget that what is at stake, first of all, is an adventure of vision, a conversion of the way of putting questions to any object posed before us, to historical objects his own in particular.",1967,2001,361,"['but', 'the', 'historian', 'would', 'be', 'deceived', 'if', 'he', 'came', 'to', 'this', 'pass', 'by', 'the', 'very', 'act', 'of', 'considering', 'the', 'structuralist', 'invasion', 'as', 'an', 'object', 'he', 'would', 'forget', 'its', 'meaning', 'and', 'would', 'forget', 'that', 'what', 'is', 'at', 'stake', 'first', 'of', 'all', 'is', 'an', 'adventure', 'of', 'vision', 'conversion', 'of', 'the', 'way', 'of', 'putting', 'questions', 'to', 'any', 'object', 'posed', 'before', 'us', 'to', 'historical', 'objects', 'his', 'own', 'in', 'particular']"," but the historian would be deceive if -PRON- come to this pass : by the very act of consider the structuralist invasion as an object -PRON- would forget -PRON- meaning and would forget that what be at stake , first of all , be an adventure of vision , a conversion of the way of put question to any object pose before -PRON- , to historical object -PRON- own in particular ."
Writing And Difference,Derrida,continental,그리고 이 중에는 의외로 문학 작품도 있습니다.,"and, unexpectedly among these, the literary object.",1967,2001,51,"['and', 'unexpectedly', 'among', 'these', 'the', 'literary', 'object']"," and , unexpectedly among these , the literary object ."
