title,author,school,sentence_ko,sentence_en,original_publication_date,corpus_edition_date,sentence_length,tokenized_txt,lemmatized_str
Tractatus Logico-Philosophicus,Wittgenstein,analytic,So it is not a textbook.,so it is not a textbook.,1921,2001,24,"['so', 'it', 'is', 'not', 'textbook']", so -PRON- be not a textbook .
Tractatus Logico-Philosophicus,Wittgenstein,analytic,Its purpose would be achieved if it gave pleasure to one person who read and understood it.,its purpose would be achieved if it gave pleasure to one person who read and understood it.,1921,2001,91,"['its', 'purpose', 'would', 'be', 'achieved', 'if', 'it', 'gave', 'pleasure', 'to', 'one', 'person', 'who', 'read', 'and', 'understood', 'it']", -PRON- purpose would be achieve if -PRON- give pleasure to one person who read and understand -PRON- .
Tractatus Logico-Philosophicus,Wittgenstein,analytic,"The book deals with the problems of philosophy, and shows, I believe, that the reason why these problems are posed is that the logic of our language is misunderstood.","the book deals with the problems of philosophy, and shows, i believe, that the reason why these problems are posed is that the logic of our language is misunderstood.",1921,2001,166,"['the', 'book', 'deals', 'with', 'the', 'problems', 'of', 'philosophy', 'and', 'shows', 'believe', 'that', 'the', 'reason', 'why', 'these', 'problems', 'are', 'posed', 'is', 'that', 'the', 'logic', 'of', 'our', 'language', 'is', 'misunderstood']"," the book deal with the problem of philosophy , and show , -PRON- believe , that the reason why these problem be pose be that the logic of -PRON- language be misunderstood ."
Tractatus Logico-Philosophicus,Wittgenstein,analytic,"The whole sense of the book might be summed up in the following words: what can be said at all can be said clearly, and what we cannot talk about we must pass over in silence.","the whole sense of the book might be summed up in the following words: what can be said at all can be said clearly, and what we cannot talk about we must pass over in silence.",1921,2001,175,"['the', 'whole', 'sense', 'of', 'the', 'book', 'might', 'be', 'summed', 'up', 'in', 'the', 'following', 'words', 'what', 'can', 'be', 'said', 'at', 'all', 'can', 'be', 'said', 'clearly', 'and', 'what', 'we', 'cannot', 'talk', 'about', 'we', 'must', 'pass', 'over', 'in', 'silence']"," the whole sense of the book may be sum up in the follow word : what can be say at all can be say clearly , and what -PRON- can not talk about -PRON- must pass over in silence ."
Tractatus Logico-Philosophicus,Wittgenstein,analytic,"Thus the aim of the book is to draw a limit to thought, or rather not to thought, but to the expression of thoughts: for in order to be able to draw a limit to thought, we should have to find both sides of the limit thinkable (i.e. we should have to be able to think what cannot be thought).","thus the aim of the book is to draw a limit to thought, or rather not to thought, but to the expression of thoughts: for in order to be able to draw a limit to thought, we should have to find both sides of the limit thinkable (i.e. we should have to be able to think what cannot be thought).",1921,2001,291,"['thus', 'the', 'aim', 'of', 'the', 'book', 'is', 'to', 'draw', 'limit', 'to', 'thought', 'or', 'rather', 'not', 'to', 'thought', 'but', 'to', 'the', 'expression', 'of', 'thoughts', 'for', 'in', 'order', 'to', 'be', 'able', 'to', 'draw', 'limit', 'to', 'thought', 'we', 'should', 'have', 'to', 'find', 'both', 'sides', 'of', 'the', 'limit', 'thinkable', 'we', 'should', 'have', 'to', 'be', 'able', 'to', 'think', 'what', 'cannot', 'be', 'thought']"," thus the aim of the book be to draw a limit to thought , or rather not to think , but to the expression of thought : for in order to be able to draw a limit to thought , -PRON- should have to find both side of the limit thinkable ( i.e. -PRON- should have to be able to think what can not be think ) ."
Tractatus Logico-Philosophicus,Wittgenstein,analytic,"It will therefore only be in language that the limit can be drawn, and what lies on the other side of the limit will simply be nonsense.","it will therefore only be in language that the limit can be drawn, and what lies on the other side of the limit will simply be nonsense.",1921,2001,136,"['it', 'will', 'therefore', 'only', 'be', 'in', 'language', 'that', 'the', 'limit', 'can', 'be', 'drawn', 'and', 'what', 'lies', 'on', 'the', 'other', 'side', 'of', 'the', 'limit', 'will', 'simply', 'be', 'nonsense']"," -PRON- will therefore only be in language that the limit can be draw , and what lie on the other side of the limit will simply be nonsense ."
Tractatus Logico-Philosophicus,Wittgenstein,analytic,I do not wish to judge how far my efforts coincide with those of other philosophers.,i do not wish to judge how far my efforts coincide with those of other philosophers.,1921,2001,84,"['do', 'not', 'wish', 'to', 'judge', 'how', 'far', 'my', 'efforts', 'coincide', 'with', 'those', 'of', 'other', 'philosophers']", -PRON- do not wish to judge how far -PRON- effort coincide with those of other philosopher .
Tractatus Logico-Philosophicus,Wittgenstein,analytic,"Indeed, what I have written here makes no claim to novelty in detail, and the reason why I give no sources is that it is a matter of indifference to me whether the thoughts that I have had have been anticipated by someone else.","indeed, what i have written here makes no claim to novelty in detail, and the reason why i give no sources is that it is a matter of indifference to me whether the thoughts that i have had have been anticipated by someone else.",1921,2001,227,"['indeed', 'what', 'have', 'written', 'here', 'makes', 'no', 'claim', 'to', 'novelty', 'in', 'detail', 'and', 'the', 'reason', 'why', 'give', 'no', 'sources', 'is', 'that', 'it', 'is', 'matter', 'of', 'indifference', 'to', 'me', 'whether', 'the', 'thoughts', 'that', 'have', 'had', 'have', 'been', 'anticipated', 'by', 'someone', 'else']"," indeed , what -PRON- have write here make no claim to novelty in detail , and the reason why -PRON- give no source be that -PRON- be a matter of indifference to -PRON- whether the thought that -PRON- have have have be anticipate by someone else ."
Tractatus Logico-Philosophicus,Wittgenstein,analytic,I will only mention that I am indebted to Frege's great works and to the writings of my friend Mr Bertrand Russell for much of the stimulation of my thoughts.,i will only mention that i am indebted to frege's great works and to the writings of my friend mr bertrand russell for much of the stimulation of my thoughts.,1921,2001,158,"['will', 'only', 'mention', 'that', 'am', 'indebted', 'to', 'frege', 'great', 'works', 'and', 'to', 'the', 'writings', 'of', 'my', 'friend', 'mr', 'bertrand', 'russell', 'for', 'much', 'of', 'the', 'stimulation', 'of', 'my', 'thoughts']", -PRON- will only mention that -PRON- be indebte to Frege 's great work and to the writing of -PRON- friend Mr Bertrand Russell for much of the stimulation of -PRON- thought .
Tractatus Logico-Philosophicus,Wittgenstein,analytic,"If this work has any value, it consists in two things: the first is that thoughts are expressed in it, and on this score the better","if this work has any value, it consists in two things: the first is that thoughts are expressed in it, and on this score the better",1921,2001,131,"['if', 'this', 'work', 'has', 'any', 'value', 'it', 'consists', 'in', 'two', 'things', 'the', 'first', 'is', 'that', 'thoughts', 'are', 'expressed', 'in', 'it', 'and', 'on', 'this', 'score', 'the', 'better']"," if this work have any value , -PRON- consist in two thing : the first be that thought be express in -PRON- , and on this score the well"
Tractatus Logico-Philosophicus,Wittgenstein,analytic,the thoughts are expressed the more the nail has been hit on the head the greater will be its value.,the thoughts are expressed the more the nail has been hit on the head the greater will be its value.,1921,2001,100,"['the', 'thoughts', 'are', 'expressed', 'the', 'more', 'the', 'nail', 'has', 'been', 'hit', 'on', 'the', 'head', 'the', 'greater', 'will', 'be', 'its', 'value']", the thought be express the more the nail have be hit on the head the great will be -PRON- value .
Tractatus Logico-Philosophicus,Wittgenstein,analytic,Here I am conscious of having fallen a long way short of what is possible.,here i am conscious of having fallen a long way short of what is possible.,1921,2001,74,"['here', 'am', 'conscious', 'of', 'having', 'fallen', 'long', 'way', 'short', 'of', 'what', 'is', 'possible']", here -PRON- be conscious of have fall a long way short of what be possible .
Tractatus Logico-Philosophicus,Wittgenstein,analytic,Simply because my powers are too slight for the accomplishment of the task.,simply because my powers are too slight for the accomplishment of the task.,1921,2001,75,"['simply', 'because', 'my', 'powers', 'are', 'too', 'slight', 'for', 'the', 'accomplishment', 'of', 'the', 'task']", simply because -PRON- power be too slight for the accomplishment of the task .
Tractatus Logico-Philosophicus,Wittgenstein,analytic,May others come and do it better.,may others come and do it better.,1921,2001,33,"['may', 'others', 'come', 'and', 'do', 'it', 'better']", May other come and do -PRON- better .
Tractatus Logico-Philosophicus,Wittgenstein,analytic,On the other hand the truth of the thoughts that are here communicated seems to me unassailable and definitive.,on the other hand the truth of the thoughts that are here communicated seems to me unassailable and definitive.,1921,2001,111,"['on', 'the', 'other', 'hand', 'the', 'truth', 'of', 'the', 'thoughts', 'that', 'are', 'here', 'communicated', 'seems', 'to', 'me', 'unassailable', 'and', 'definitive']", on the other hand the truth of the thought that be here communicate seem to -PRON- unassailable and definitive .
Tractatus Logico-Philosophicus,Wittgenstein,analytic,"I therefore believe myself to have found, on all essential points, the final solution of the problems.","i therefore believe myself to have found, on all essential points, the final solution of the problems.",1921,2001,102,"['therefore', 'believe', 'myself', 'to', 'have', 'found', 'on', 'all', 'essential', 'points', 'the', 'final', 'solution', 'of', 'the', 'problems']"," -PRON- therefore believe -PRON- to have find , on all essential point , the final solution of the problem ."
Tractatus Logico-Philosophicus,Wittgenstein,analytic,"And if I am not mistaken in this belief, then the second thing in which the value of this work consists is that it shows how little is achieved when these problems are solved.","and if i am not mistaken in this belief, then the second thing in which the value of this work consists is that it shows how little is achieved when these problems are solved.",1921,2001,175,"['and', 'if', 'am', 'not', 'mistaken', 'in', 'this', 'belief', 'then', 'the', 'second', 'thing', 'in', 'which', 'the', 'value', 'of', 'this', 'work', 'consists', 'is', 'that', 'it', 'shows', 'how', 'little', 'is', 'achieved', 'when', 'these', 'problems', 'are', 'solved']"," and if -PRON- be not mistake in this belief , then the second thing in which the value of this work consist be that -PRON- show how little be achieve when these problem be solve ."
Tractatus Logico-Philosophicus,Wittgenstein,analytic,"Vienna, The world is all that is the case.","vienna, the world is all that is the case.",1921,2001,42,"['vienna', 'the', 'world', 'is', 'all', 'that', 'is', 'the', 'case']"," Vienna , the world be all that be the case ."
Tractatus Logico-Philosophicus,Wittgenstein,analytic,"The world is the totality of facts, not of things.","the world is the totality of facts, not of things.",1921,2001,50,"['the', 'world', 'is', 'the', 'totality', 'of', 'facts', 'not', 'of', 'things']"," the world be the totality of fact , not of thing ."
Tractatus Logico-Philosophicus,Wittgenstein,analytic,"The world is determined by the facts, and by their being all the facts.","the world is determined by the facts, and by their being all the facts.",1921,2001,71,"['the', 'world', 'is', 'determined', 'by', 'the', 'facts', 'and', 'by', 'their', 'being', 'all', 'the', 'facts']"," the world be determine by the fact , and by -PRON- be all the fact ."
Tractatus Logico-Philosophicus,Wittgenstein,analytic,"For the totality of facts determines what is the case, and also whatever is not the case.","for the totality of facts determines what is the case, and also whatever is not the case.",1921,2001,89,"['for', 'the', 'totality', 'of', 'facts', 'determines', 'what', 'is', 'the', 'case', 'and', 'also', 'whatever', 'is', 'not', 'the', 'case']"," for the totality of fact determine what be the case , and also whatever be not the case ."
Tractatus Logico-Philosophicus,Wittgenstein,analytic,The facts in logical space are the world.,the facts in logical space are the world.,1921,2001,41,"['the', 'facts', 'in', 'logical', 'space', 'are', 'the', 'world']", the fact in logical space be the world .
Tractatus Logico-Philosophicus,Wittgenstein,analytic,The world divides into facts.,the world divides into facts.,1921,2001,29,"['the', 'world', 'divides', 'into', 'facts']", the world divide into fact .
Quintessence,Quine,analytic, less a science a advanced, less a science a advanced,1950,2004,26,"['less', 'science', 'advanced']",   less a science a advanced
Quintessence,Quine,analytic,", more its terminology tends rest on a uncritical assumption of mutual understanding.",", more its terminology tends rest on a uncritical assumption of mutual understanding.",1950,2004,85,"['more', 'its', 'terminology', 'tends', 'rest', 'on', 'uncritical', 'assumption', 'of', 'mutual', 'understanding']"," , more -PRON- terminology tend rest on a uncritical assumption of mutual understanding ."
Quintessence,Quine,analytic,With increase of rigo this hasis is replaced piecemeal hy the introduction of definitions.,with increase of rigo this hasis is replaced piecemeal hy the introduction of definitions.,1950,2004,90,"['with', 'increase', 'of', 'rigo', 'this', 'hasis', 'is', 'replaced', 'piecemeal', 'hy', 'the', 'introduction', 'of', 'definitions']", with increase of rigo this hasis be replace piecemeal hy the introduction of definition .
Quintessence,Quine,analytic,The interrelationships recruited for these definitions gain the status of analytic principles; what was once regarded as a theory ahout the world becomes reconstrued as a convention of language.,the interrelationships recruited for these definitions gain the status of analytic principles; what was once regarded as a theory ahout the world becomes reconstrued as a convention of language.,1950,2004,194,"['the', 'interrelationships', 'recruited', 'for', 'these', 'definitions', 'gain', 'the', 'status', 'of', 'analytic', 'principles', 'what', 'was', 'once', 'regarded', 'as', 'theory', 'ahout', 'the', 'world', 'becomes', 'reconstrued', 'as', 'convention', 'of', 'language']", the interrelationship recruit for these definition gain the status of analytic principle ; what be once regard as a theory ahout the world become reconstrue as a convention of language .
Quintessence,Quine,analytic,Thus it is that some flow from the theoretical to the conventional is a adj unct of progress logical foundations of any science.,thus it is that some flow from the theoretical to the conventional is a adj unct of progress logical foundations of any science.,1950,2004,128,"['thus', 'it', 'is', 'that', 'some', 'flow', 'from', 'the', 'theoretical', 'to', 'the', 'conventional', 'is', 'adj', 'unct', 'of', 'progress', 'logical', 'foundations', 'of', 'any', 'science']", thus -PRON- be that some flow from the theoretical to the conventional be a adj unct of progress logical foundation of any science .
Quintessence,Quine,analytic,"concept of simultaneity at a distance affords a stock example of such development: in supplanting the uncritical use of this phrase by a definition, Einstein so chose the definitive relationship as to verify conventionally the previously para doxical principle of the a bsoluteness of the speed of light.","concept of simultaneity at a distance affords a stock example of such development: in supplanting the uncritical use of this phrase by a definition, einstein so chose the definitive relationship as to verify conventionally the previously para doxical principle of the a bsoluteness of the speed of light.",1950,2004,304,"['concept', 'of', 'simultaneity', 'at', 'distance', 'affords', 'stock', 'example', 'of', 'such', 'development', 'in', 'supplanting', 'the', 'uncritical', 'use', 'of', 'this', 'phrase', 'by', 'definition', 'einstein', 'so', 'chose', 'the', 'definitive', 'relationship', 'as', 'to', 'verify', 'conventionally', 'the', 'previously', 'para', 'doxical', 'principle', 'of', 'the', 'bsoluteness', 'of', 'the', 'speed', 'of', 'light']"," concept of simultaneity at a distance afford a stock example of such development : in supplant the uncritical use of this phrase by a definition , Einstein so choose the definitive relationship as to verify conventionally the previously para doxical principle of the a bsoluteness of the speed of light ."
Quintessence,Quine,analytic,"But whereas the physical sciences arc generally recognized as capahle only of incom plete evolution in this direction, and as destined to retain always a non conventional kernel of doctrine, developments of the past few decades have led to a widespread conviction that logic and mathematics are purely analytic or conventional.","but whereas the physical sciences arc generally recognized as capahle only of incom plete evolution in this direction, and as destined to retain always a non conventional kernel of doctrine, developments of the past few decades have led to a widespread conviction that logic and mathematics are purely analytic or conventional.",1950,2004,327,"['but', 'whereas', 'the', 'physical', 'sciences', 'arc', 'generally', 'recognized', 'as', 'capahle', 'only', 'of', 'incom', 'plete', 'evolution', 'in', 'this', 'direction', 'and', 'as', 'destined', 'to', 'retain', 'always', 'non', 'conventional', 'kernel', 'of', 'doctrine', 'developments', 'of', 'the', 'past', 'few', 'decades', 'have', 'led', 'to', 'widespread', 'conviction', 'that', 'logic', 'and', 'mathematics', 'are', 'purely', 'analytic', 'or', 'conventional']"," but whereas the physical sciences arc generally recognize as capahle only of incom plete evolution in this direction , and as destine to retain always a non conventional kernel of doctrine , development of the past few decade have lead to a widespread conviction that logic and mathematic be purely analytic or conventional ."
Quintessence,Quine,analytic,It is less the purpose of the present in quiry to question the validity of this contrast than to question its sense.,it is less the purpose of the present in quiry to question the validity of this contrast than to question its sense.,1950,2004,116,"['it', 'is', 'less', 'the', 'purpose', 'of', 'the', 'present', 'in', 'quiry', 'to', 'question', 'the', 'validity', 'of', 'this', 'contrast', 'than', 'to', 'question', 'its', 'sense']", -PRON- be less the purpose of the present in quiry to question the validity of this contrast than to question -PRON- sense .
Quintessence,Quine,analytic,"A definition, strictly, is a convention of notational a hhreviation.","a definition, strictly, is a convention of notational a hhreviation.",1950,2004,68,"['definition', 'strictly', 'is', 'convention', 'of', 'notational', 'hhreviation']"," a definition , strictly , be a convention of notational a hhreviation ."
Quintessence,Quine,analytic,"A sim ple definition introduces some specific expression,.g.","a sim ple definition introduces some specific expression,.g.",1950,2004,60,"['sim', 'ple', 'definition', 'introduces', 'some', 'specific', 'expression']"," a sim ple definition introduce some specific expression,.g ."
Quintessence,Quine,analytic,", 'kilometer,' or 'e,' called the definielldum, as arhitrary shorthand for some complex expresJ.",", 'kilometer,' or 'e,' called the definielldum, as arhitrary shorthand for some complex expresj.",1950,2004,96,"['kilometer', 'or', 'called', 'the', 'definielldum', 'as', 'arhitrary', 'shorthand', 'for', 'some', 'complex', 'expresj']"," , ' kilometer , ' or ' e , ' call the definielldum , as arhitrary shorthand for some complex expresJ."
Quintessence,Quine,analytic,"See Bertrand Russell, Principles of Mathem,cs Cambridge:","see bertrand russell, principles of mathem,cs cambridge:",1950,2004,56,"['see', 'bertrand', 'russell', 'principles', 'of', 'mathem', 'cs', 'cambridge']"," see Bertrand Russell , Principles of Mathem , cs Cambridge :"
Quintessence,Quine,analytic,"Cambridge UnI ver ty Press, ,.","cambridge uni ver ty press, ,.",1950,2004,30,"['cambridge', 'uni', 'ver', 'ty', 'press']"," Cambridge uni ver ty Press , , ."
Quintessence,Quine,analytic,"lI l': l': sion,.g., 'a thousand meters' or lim +Ch (I, called the definiens.","li l': l': sion,.g., 'a thousand meters' or lim +ch (i, called the definiens.",1950,2004,77,"['li', 'sion', 'thousand', 'meters', 'or', 'lim', 'ch', 'called', 'the', 'definiens']"," lI l ' : l ' : sion,.g . , ' a thousand meter ' or lim + Ch ( i , call the definiens ."
Quintessence,Quine,analytic,"A fl, contextual definition sets up indefinite many mutually analogous pairs of definienda and definientia according to some general scheme; an ex sin are ample is the definition whereby expressions of the form �� abbreviated as 'tan.'","a fl, contextual definition sets up indefinite many mutually analogous pairs of definienda and definientia according to some general scheme; an ex sin are ample is the definition whereby expressions of the form �� abbreviated as 'tan.'",1950,2004,235,"['fl', 'contextual', 'definition', 'sets', 'up', 'indefinite', 'many', 'mutually', 'analogous', 'pairs', 'of', 'definienda', 'and', 'definientia', 'according', 'to', 'some', 'general', 'scheme', 'an', 'ex', 'sin', 'are', 'ample', 'is', 'the', 'definition', 'whereby', 'expressions', 'of', 'the', 'form', 'abbreviated', 'as', 'tan']"," a fl , contextual definition set up indefinite many mutually analogous pair of definienda and definientia accord to some general scheme ; an ex sin be ample be the definition whereby expression of the form � � abbreviate as ' tan . '"
Quintessence,Quine,analytic,"from a formal standpoint the signs thus intro duced are wholly arbitrary; all that is required of a definition is that it be theoretically immaterial,. .","from a formal standpoint the signs thus intro duced are wholly arbitrary; all that is required of a definition is that it be theoretically immaterial,. .",1950,2004,153,"['from', 'formal', 'standpoint', 'the', 'signs', 'thus', 'intro', 'duced', 'are', 'wholly', 'arbitrary', 'all', 'that', 'is', 'required', 'of', 'definition', 'is', 'that', 'it', 'be', 'theoretically', 'immaterial']"," from a formal standpoint the sign thus intro duced be wholly arbitrary ; all that be require of a definition be that -PRON- be theoretically immaterial , . ."
Quintessence,Quine,analytic,that the shorthand which it introduces ad mit in every case of unambiguous elimination in favor of the antecedent longhand.',that the shorthand which it introduces ad mit in every case of unambiguous elimination in favor of the antecedent longhand.',1950,2004,124,"['that', 'the', 'shorthand', 'which', 'it', 'introduces', 'ad', 'mit', 'in', 'every', 'case', 'of', 'unambiguous', 'elimination', 'in', 'favor', 'of', 'the', 'antecedent', 'longhand']", that the shorthand which -PRON- introduce ad mit in every case of unambiguous elimination in favor of the antecedent longhand . '
Quintessence,Quine,analytic,"functionally a definition is not a premise to theory, but a license for re writing theory by putting definiens for definiendum or vice versa.","functionally a definition is not a premise to theory, but a license for re writing theory by putting definiens for definiendum or vice versa.",1950,2004,141,"['functionally', 'definition', 'is', 'not', 'premise', 'to', 'theory', 'but', 'license', 'for', 're', 'writing', 'theory', 'by', 'putting', 'definiens', 'for', 'definiendum', 'or', 'vice', 'versa']"," functionally a definition be not a premise to theory , but a license for re write theory by put definiens for definiendum or vice versa ."
Quintessence,Quine,analytic,By allowing such replacements a definition transmits truth: it allows true statements to be translated into new statements which are true by the same token.,by allowing such replacements a definition transmits truth: it allows true statements to be translated into new statements which are true by the same token.,1950,2004,156,"['by', 'allowing', 'such', 'replacements', 'definition', 'transmits', 'truth', 'it', 'allows', 'true', 'statements', 'to', 'be', 'translated', 'into', 'new', 'statements', 'which', 'are', 'true', 'by', 'the', 'same', 'token']", by allow such replacement a definition transmit truth : -PRON- allow true statement to be translate into new statement which be true by the same token .
Quintessence,Quine,analytic,"Given the truth of the statement 'The altitude of Kibo ex ceeds six thousand meters,' the definition of kilometer' makes for the truth of the statement '","given the truth of the statement 'the altitude of kibo ex ceeds six thousand meters,' the definition of kilometer' makes for the truth of the statement '",1950,2004,153,"['given', 'the', 'truth', 'of', 'the', 'statement', 'the', 'altitude', 'of', 'kibo', 'ex', 'ceeds', 'six', 'thousand', 'meters', 'the', 'definition', 'of', 'kilometer', 'makes', 'for', 'the', 'truth', 'of', 'the', 'statement']"," give the truth of the statement ' the altitude of Kibo ex ceeds six thousand meter , ' the definition of kilometer ' make for the truth of the statement '"
Quintessence,Quine,analytic,The altitude of Kibo exceeds six kilometers'; sinn sinn'. .,the altitude of kibo exceeds six kilometers'; sinn sinn'. .,1950,2004,59,"['the', 'altitude', 'of', 'kibo', 'exceeds', 'six', 'kilometers', 'sinn', 'sinn']", the altitude of Kibo exceed six kilometer ' ; sinn sinn ' . .
Quintessence,Quine,analytic,assures us given tfut statenlent Vv',assures us given tfut statenlent vv',1950,2004,36,"['assures', 'us', 'given', 'tfut', 'statenlent', 'vv']", assure -PRON- give tfut statenlent Vv '
Quintessence,Quine,analytic,I' lIe OglC cos in its earliest pages,i' lie oglc cos in its earliest pages,1950,2004,37,"['lie', 'oglc', 'cos', 'in', 'its', 'earliest', 'pages']", -PRON- ' lIe OglC cos in -PRON- early page
Quintessence,Quine,analytic,", the contextual definition cited above makes for the sinn.",", the contextual definition cited above makes for the sinn.",1950,2004,59,"['the', 'contextual', 'definition', 'cited', 'above', 'makes', 'for', 'the', 'sinn']"," , the contextual definition cite above make for the sinn ."
Quintessence,Quine,analytic,In each case the statement intruth of the statement 'tan.,in each case the statement intruth of the statement 'tan.,1950,2004,57,"['in', 'each', 'case', 'the', 'statement', 'intruth', 'of', 'the', 'statement', 'tan']", in each case the statement intruth of the statement ' tan .
The Logic Of Scientific Discovery,Popper,analytic,"In my old of I tried to explain too brieﬂy, I am afraid my attitude towards the then prevailing situation in philosophy, and especially towards linguistic philosophy and the school of language analysts of those days.","in my old of i tried to explain too brieﬂy, i am afraid my attitude towards the then prevailing situation in philosophy, and especially towards linguistic philosophy and the school of language analysts of those days.",1959,2002,216,"['in', 'my', 'old', 'of', 'tried', 'to', 'explain', 'too', 'brieﬂy', 'am', 'afraid', 'my', 'attitude', 'towards', 'the', 'then', 'prevailing', 'situation', 'in', 'philosophy', 'and', 'especially', 'towards', 'linguistic', 'philosophy', 'and', 'the', 'school', 'of', 'language', 'analysts', 'of', 'those', 'days']"," in -PRON- old of -PRON- try to explain too brieﬂy , -PRON- be afraid -PRON- attitude towards the then prevail situation in philosophy , and especially towards linguistic philosophy and the school of language analyst of those day ."
The Logic Of Scientific Discovery,Popper,analytic,"In this new I intend to explain my attitude towards the present situation, and towards the two main schools of language analysts of today.","in this new i intend to explain my attitude towards the present situation, and towards the two main schools of language analysts of today.",1959,2002,138,"['in', 'this', 'new', 'intend', 'to', 'explain', 'my', 'attitude', 'towards', 'the', 'present', 'situation', 'and', 'towards', 'the', 'two', 'main', 'schools', 'of', 'language', 'analysts', 'of', 'today']"," in this new -PRON- intend to explain -PRON- attitude towards the present situation , and towards the two main school of language analyst of today ."
The Logic Of Scientific Discovery,Popper,analytic,"Now as then, language analysts are important to me; not only as opponents, but also as allies, in so far as they seem to be almost the only philosophers left who keep alive some of the traditions of rational philosophy.","now as then, language analysts are important to me; not only as opponents, but also as allies, in so far as they seem to be almost the only philosophers left who keep alive some of the traditions of rational philosophy.",1959,2002,219,"['now', 'as', 'then', 'language', 'analysts', 'are', 'important', 'to', 'me', 'not', 'only', 'as', 'opponents', 'but', 'also', 'as', 'allies', 'in', 'so', 'far', 'as', 'they', 'seem', 'to', 'be', 'almost', 'the', 'only', 'philosophers', 'left', 'who', 'keep', 'alive', 'some', 'of', 'the', 'traditions', 'of', 'rational', 'philosophy']"," now as then , language analyst be important to -PRON- ; not only as opponent , but also as ally , in so far as -PRON- seem to be almost the only philosopher leave who keep alive some of the tradition of rational philosophy ."
The Logic Of Scientific Discovery,Popper,analytic,"Language analysts believe that there are no genuine philosophical problems, or that the problems of philosophy, if any, are problems of linguistic usage, or of the meaning of words.","language analysts believe that there are no genuine philosophical problems, or that the problems of philosophy, if any, are problems of linguistic usage, or of the meaning of words.",1959,2002,181,"['language', 'analysts', 'believe', 'that', 'there', 'are', 'no', 'genuine', 'philosophical', 'problems', 'or', 'that', 'the', 'problems', 'of', 'philosophy', 'if', 'any', 'are', 'problems', 'of', 'linguistic', 'usage', 'or', 'of', 'the', 'meaning', 'of', 'words']"," language analyst believe that there be no genuine philosophical problem , or that the problem of philosophy , if any , be problem of linguistic usage , or of the meaning of word ."
The Logic Of Scientific Discovery,Popper,analytic,"I, however, believe that there is at least one philosophical problem in which all thinking men are interested.","i, however, believe that there is at least one philosophical problem in which all thinking men are interested.",1959,2002,110,"['however', 'believe', 'that', 'there', 'is', 'at', 'least', 'one', 'philosophical', 'problem', 'in', 'which', 'all', 'thinking', 'men', 'are', 'interested']"," -PRON- , however , believe that there be at least one philosophical problem in which all think man be interested ."
The Logic Of Scientific Discovery,Popper,analytic,"It is the problem of cosmology: the problem of understanding the world including ourselves, and our knowledge, as part of the world.","it is the problem of cosmology: the problem of understanding the world including ourselves, and our knowledge, as part of the world.",1959,2002,132,"['it', 'is', 'the', 'problem', 'of', 'cosmology', 'the', 'problem', 'of', 'understanding', 'the', 'world', 'including', 'ourselves', 'and', 'our', 'knowledge', 'as', 'part', 'of', 'the', 'world']"," -PRON- be the problem of cosmology : the problem of understand the world include -PRON- , and -PRON- knowledge , as part of the world ."
The Logic Of Scientific Discovery,Popper,analytic,"All science is cosmology, I believe, and for me the interest of philosophy, no less than of science, lies solely in the contributions which it has made to it.","all science is cosmology, i believe, and for me the interest of philosophy, no less than of science, lies solely in the contributions which it has made to it.",1959,2002,158,"['all', 'science', 'is', 'cosmology', 'believe', 'and', 'for', 'me', 'the', 'interest', 'of', 'philosophy', 'no', 'less', 'than', 'of', 'science', 'lies', 'solely', 'in', 'the', 'contributions', 'which', 'it', 'has', 'made', 'to', 'it']"," all science be cosmology , -PRON- believe , and for -PRON- the interest of philosophy , no less than of science , lie solely in the contribution which -PRON- have make to -PRON- ."
The Logic Of Scientific Discovery,Popper,analytic,"For me, at any rate, both philosophy and science would lose all their attraction if they were to give up that pursuit.","for me, at any rate, both philosophy and science would lose all their attraction if they were to give up that pursuit.",1959,2002,118,"['for', 'me', 'at', 'any', 'rate', 'both', 'philosophy', 'and', 'science', 'would', 'lose', 'all', 'their', 'attraction', 'if', 'they', 'were', 'to', 'give', 'up', 'that', 'pursuit']"," for -PRON- , at any rate , both philosophy and science would lose all -PRON- attraction if -PRON- be to give up that pursuit ."
The Logic Of Scientific Discovery,Popper,analytic,"Admittedly, understanding the functions of our language is an important part of it; but explaining away our problems as merely linguistic 'puzzles' is not.","admittedly, understanding the functions of our language is an important part of it; but explaining away our problems as merely linguistic 'puzzles' is not.",1959,2002,155,"['admittedly', 'understanding', 'the', 'functions', 'of', 'our', 'language', 'is', 'an', 'important', 'part', 'of', 'it', 'but', 'explaining', 'away', 'our', 'problems', 'as', 'merely', 'linguistic', 'puzzles', 'is', 'not']"," admittedly , understand the function of -PRON- language be an important part of -PRON- ; but explain away -PRON- problem as merely linguistic ' puzzle ' be not ."
The Logic Of Scientific Discovery,Popper,analytic,Language analysts regard themselves as practitioners of a method peculiar to philosophy.,language analysts regard themselves as practitioners of a method peculiar to philosophy.,1959,2002,88,"['language', 'analysts', 'regard', 'themselves', 'as', 'practitioners', 'of', 'method', 'peculiar', 'to', 'philosophy']", language analyst regard -PRON- as practitioner of a method peculiar to philosophy .
